set_number,sentID_in_set,theme,numerosity,tense,sentence,word_count,structure,sentID_in_dataset,sentence_id,audio_filename,before_semantic_switch_sentence
9,13,communication,singular,past,The instructor who the student liked communicated the journey date to the parents.,9,standard_object_a,205,ctr_00204,ctr_00204.wav,The teacher who the student liked communicated the trip date to the parents.
9,14,communication,singular,past,The instructor who the student liked deliberately conveyed the trip date to the parents.,10,standard_object_b,206,ctr_00205,ctr_00205.wav,The teacher who the student liked deliberately communicated the trip date to the parents.
9,15,communication,singular,past,The experienced teacher who the student liked communicated the trip date to the parents.,10,standard_object_c,207,ctr_00206,ctr_00206.wav,The experienced teacher who the student liked communicated the trip date to the parents.
9,16,communication,singular,past,The experienced teacher who the student liked deliberately communicated the trip date to the parents.,11,standard_object_d,208,ctr_00207,ctr_00207.wav,The experienced teacher who the student liked deliberately communicated the trip date to the parents.
9,17,communication,singular,past,The teacher who perused the atlas that was here communicated the trip date to the guardians.,12,nested_subject_a,209,ctr_00208,ctr_00208.wav,The teacher who read the atlas that was here communicated the trip date to the parents.
9,18,communication,singular,past,The teacher who read the atlas that was here intentionally conveyed the trip date to the parents.,13,nested_subject_b,210,ctr_00209,ctr_00209.wav,The teacher who read the atlas that was here deliberately communicated the trip date to the parents.
9,19,communication,singular,past,The skilled instructor who perused the atlas that was here communicated the journey date to the parents.,13,nested_subject_c,211,ctr_00210,ctr_00210.wav,The experienced teacher who read the atlas that was here communicated the trip date to the parents.
9,20,communication,singular,past,The experienced instructor who perused the atlas that was here deliberately conveyed the journey date to the parents.,14,nested_subject_d,212,ctr_00211,ctr_00211.wav,The experienced teacher who read the atlas that was here deliberately communicated the trip date to the parents.
10,1,communication,singular,present,The admin types a note.,5,baseline_a,217,ctr_00216,ctr_00216.wav,The secretary types a message.
10,2,communication,singular,present,The admin quickly inputs a note.,6,baseline_b,218,ctr_00217,ctr_00217.wav,The secretary quickly types a message.
10,3,communication,singular,present,The occupied assistant types a message.,6,baseline_c,219,ctr_00218,ctr_00218.wav,The busy secretary types a message.
10,4,communication,singular,present,The busy secretary rapidly types a message.,7,baseline_d,220,ctr_00219,ctr_00219.wav,The busy secretary quickly types a message.
10,5,communication,singular,present,The assistant at the table inputs a message.,8,control_a,221,ctr_00220,ctr_00220.wav,The secretary at the table types a message.
10,6,communication,singular,present,The assistant at the table rapidly inputs a message.,9,control_b,222,ctr_00221,ctr_00221.wav,The secretary at the table quickly types a message.
10,7,communication,singular,present,The busy secretary at the table types a message.,9,control_c,223,ctr_00222,ctr_00222.wav,The busy secretary at the table types a message.
10,8,communication,singular,present,The occupied assistant at the table quickly inputs a message.,10,control_d,224,ctr_00223,ctr_00223.wav,The busy secretary at the table quickly types a message.
10,9,communication,singular,present,The secretary who prepared well inputs a message.,8,standard_subject_a,225,ctr_00224,ctr_00224.wav,The secretary who prepared well types a message.
10,10,communication,singular,present,The secretary who organized thoroughly rapidly inputs a message.,9,standard_subject_b,226,ctr_00225,ctr_00225.wav,The secretary who prepared well quickly types a message.
10,11,communication,singular,present,The busy secretary who organized well inputs a message.,9,standard_subject_c,227,ctr_00226,ctr_00226.wav,The busy secretary who prepared well types a message.
10,12,communication,singular,present,The busy secretary who prepared well quickly types a note.,10,standard_subject_d,228,ctr_00227,ctr_00227.wav,The busy secretary who prepared well quickly types a message.
10,13,communication,singular,present,The secretary who the manager chose writes a message.,9,standard_object_a,229,ctr_00228,ctr_00228.wav,The secretary who the manager chose types a message.
10,14,communication,singular,present,The assistant who the manager chose quickly inputs a message.,10,standard_object_b,230,ctr_00229,ctr_00229.wav,The secretary who the manager chose quickly types a message.
10,15,communication,singular,present,The occupied assistant who the manager chose writes a note.,10,standard_object_c,231,ctr_00230,ctr_00230.wav,The busy secretary who the manager chose writes a message.
10,16,communication,singular,present,The busy secretary who the manager chose quickly inputs a message.,11,standard_object_d,232,ctr_00231,ctr_00231.wav,The busy secretary who the manager chose quickly types a message.
10,17,communication,singular,present,The secretary who examined the text that was already edited types a message.,13,nested_subject_a,233,ctr_00232,ctr_00232.wav,The secretary who reviewed the text that was already edited types a message.
10,18,communication,singular,present,The assistant who examined the text that was already edited swiftly writes a message.,14,nested_subject_b,234,ctr_00233,ctr_00233.wav,The secretary who reviewed the text that was already edited quickly types a message.
10,19,communication,singular,present,The busy assistant who examined the text that was already edited types a note.,14,nested_subject_c,235,ctr_00234,ctr_00234.wav,The busy secretary who reviewed the text that was already edited types a message.
10,20,communication,singular,present,The busy assistant who reviewed the text that was already edited quickly types a message.,15,nested_subject_d,236,ctr_00235,ctr_00235.wav,The busy secretary who reviewed the text that was already edited quickly types a message.
11,1,daily routine,plural,past,The staff consumed their meal.,5,baseline_a,241,ctr_00240,ctr_00240.wav,The employees ate their breakfast.
11,2,daily routine,plural,past,The employees quickly consumed their breakfast.,6,baseline_b,242,ctr_00241,ctr_00241.wav,The employees expeditiously ate their breakfast.
11,3,daily routine,plural,past,The new employees consumed their breakfast.,6,baseline_c,243,ctr_00242,ctr_00242.wav,The new employees ate their breakfast.
11,4,daily routine,plural,past,The recent employees quickly consumed their breakfast.,7,baseline_d,244,ctr_00243,ctr_00243.wav,The new employees expeditiously ate their breakfast.
11,5,daily routine,plural,past,The staff in the cafeteria ate their breakfast.,8,control_a,245,ctr_00244,ctr_00244.wav,The employees in the cafeteria ate their breakfast.
11,6,daily routine,plural,past,The staff in the cafeteria expeditiously ate their breakfast.,9,control_b,246,ctr_00245,ctr_00245.wav,The employees in the cafeteria expeditiously ate their breakfast.
11,7,daily routine,plural,past,The new staff in the cafeteria consumed their breakfast.,9,control_c,247,ctr_00246,ctr_00246.wav,The new employees in the cafeteria ate their breakfast.
11,8,daily routine,plural,past,The new staff in the cafeteria expeditiously ate their breakfast.,10,control_d,248,ctr_00247,ctr_00247.wav,The new employees in the cafeteria expeditiously ate their breakfast.
11,9,daily routine,plural,past,The employees who trained hard consumed their meal.,8,standard_subject_a,249,ctr_00248,ctr_00248.wav,The employees who trained hard ate their breakfast.
11,10,daily routine,plural,past,The employees who trained hard expeditiously ate their breakfast.,9,standard_subject_b,250,ctr_00249,ctr_00249.wav,The employees who trained hard expeditiously ate their breakfast.
11,11,daily routine,plural,past,The new staff who trained diligently ate their breakfast.,9,standard_subject_c,251,ctr_00250,ctr_00250.wav,The new employees who trained hard ate their breakfast.
11,12,daily routine,plural,past,The new employees who trained hard expeditiously ate their breakfast.,10,standard_subject_d,252,ctr_00251,ctr_00251.wav,The new employees who trained hard expeditiously ate their breakfast.
11,13,daily routine,plural,past,The employees who the supervisors directed consumed their breakfast.,9,standard_object_a,253,ctr_00252,ctr_00252.wav,The employees who the supervisors guided ate their breakfast.
11,14,daily routine,plural,past,The staff who the managers guided expeditiously ate their breakfast.,10,standard_object_b,254,ctr_00253,ctr_00253.wav,The employees who the supervisors guided expeditiously ate their breakfast.
11,15,daily routine,plural,past,The recent staff who the managers guided ate their breakfast.,10,standard_object_c,255,ctr_00254,ctr_00254.wav,The new employees who the supervisors guided ate their breakfast.
11,16,daily routine,plural,past,The recent staff who the managers guided expeditiously ate their breakfast.,11,standard_object_d,256,ctr_00255,ctr_00255.wav,The new employees who the supervisors guided expeditiously ate their breakfast.
11,17,daily routine,plural,past,The staff who obtained the newsletters that were on the table ate their breakfast.,14,nested_subject_a,257,ctr_00256,ctr_00256.wav,The employees who received the newsletters that were on the table ate their breakfast.
11,18,daily routine,plural,past,The staff who received the newsletters that were on the table quickly consumed their breakfast.,15,nested_subject_b,258,ctr_00257,ctr_00257.wav,The employees who received the newsletters that were on the table expeditiously ate their breakfast.
11,19,daily routine,plural,past,The new staff who received the newsletters that were on the table consumed their breakfast.,15,nested_subject_c,259,ctr_00258,ctr_00258.wav,The new employees who received the newsletters that were on the table ate their breakfast.
