numerosity,dataset,structure,theme,sentence,audio_filename,tense,num_words,sentence_id
plural,naturalistic,dependent,nature,The deserts that cover a third of the earth are very hot,nat_18190.wav,present,12,nat_18190
plural,naturalistic,simple,housing,The couple is buying new furniture for their home,nat_18845.wav,present,9,nat_18845
plural,naturalistic,independent,work,Are managers looking for people who can work well in teams yet?,nat_12098.wav,present,12,nat_12098
plural,naturalistic,independent,weather,The days are long where the sun rises early,nat_01866.wav,present,9,nat_01866
singular,naturalistic,simple,food,Does it smell good to you?,nat_01704.wav,present,6,nat_01704
plural,naturalistic,dependent,food,Did the people who ate at the restaurant enjoy their meals?,nat_04688.wav,past,11,nat_04688
singular,naturalistic,preposition,science,The algorithm used now will not be effective later,nat_00828.wav,future,9,nat_00828
plural,naturalistic,dependent,emotion,The students taking the exam will be nervous tomorrow,nat_08527.wav,future,9,nat_08527
plural,naturalistic,dependent,art,Were the instruments that they played in tune?,nat_01092.wav,past,8,nat_01092
singular,naturalistic,simple,science,The doctor will use advanced technology to diagnose patients,nat_18044.wav,future,9,nat_18044
singular,naturalistic,dependent,emotion,The thing that scared me was the dark room,nat_16520.wav,past,9,nat_16520
singular,naturalistic,dependent,relationship,She was the one who took care of her sister,nat_02279.wav,past,10,nat_02279
plural,naturalistic,preposition,health,The kids in my neighborhood did not eat healthy food,nat_15871.wav,past,10,nat_15871
singular,naturalistic,dependent,basic,Did he find the book that he lost?,nat_01443.wav,past,8,nat_01443
singular,naturalistic,independent,basic,He was tired so he went to bed early,nat_13052.wav,past,9,nat_13052
plural,naturalistic,independent,basic,The kids were playing outside while we were talking,nat_05701.wav,past,9,nat_05701
singular,naturalistic,preposition,transport,The bus from the city was almost empty,nat_07569.wav,past,8,nat_07569
singular,naturalistic,simple,basic,Do you need my help?,nat_00484.wav,present,5,nat_00484
plural,naturalistic,preposition,food,Will the children at the daycare have fruit for snacks?,nat_16175.wav,future,10,nat_16175
plural,naturalistic,preposition,work,Did the teachers not give them enough homework last night?,nat_06729.wav,past,10,nat_06729
singular,naturalistic,simple,housing,Doesn't the house have a garage door?,nat_17611.wav,present,7,nat_17611
plural,naturalistic,preposition,housing,Are the houses across the street from you very old?,nat_07434.wav,present,10,nat_07434
singular,naturalistic,preposition,basic,Hadn't he eaten at the table?,nat_17757.wav,past,6,nat_17757
plural,naturalistic,independent,humanity,They don't read books but watch movies every night,nat_05468.wav,present,9,nat_05468
singular,naturalistic,independent,art,She painted a beautiful landscape but sold it for a low price,nat_02724.wav,past,12,nat_02724
singular,naturalistic,dependent,food,Is the salad that I prepared going to be enough?,nat_08966.wav,future,10,nat_08966
plural,naturalistic,dependent,relationship,The boys in the park are not playing with us,nat_07917.wav,present,10,nat_07917
singular,naturalistic,independent,food,Does he not like cake yet love cookies?,nat_16655.wav,present,8,nat_16655
plural,naturalistic,dependent,humanity,The actors who performed in that play were talented artists,nat_19568.wav,past,10,nat_19568
plural,naturalistic,simple,relationship,Our children will love their new baby sister,nat_16904.wav,future,8,nat_16904
plural,naturalistic,independent,shopping,Were the shoppers happy when they found what they wanted?,nat_19162.wav,past,10,nat_19162
singular,naturalistic,simple,emotion,Will they not make her feel sad?,nat_14396.wav,future,7,nat_14396
singular,naturalistic,independent,food,Does she not cook because she is lazy?,nat_14216.wav,present,8,nat_14216
plural,naturalistic,preposition,health,Are the students under pressure going to manage stress?,nat_06983.wav,future,9,nat_06983
singular,naturalistic,independent,food,Did she not eat lunch because she was on a diet?,nat_14254.wav,past,11,nat_14254
singular,naturalistic,preposition,housing,The kitchen in my apartment will be renovated soon,nat_07606.wav,future,9,nat_07606
singular,naturalistic,simple,nature,Did the fish swim quickly in the river?,nat_13942.wav,past,8,nat_13942
plural,naturalistic,independent,basic,The kids will not go to bed early nor will they sleep late,nat_00503.wav,future,13,nat_00503
plural,naturalistic,simple,shopping,Those items were not available in stores,nat_04745.wav,past,7,nat_04745
singular,naturalistic,preposition,work,The job of a teacher is very hard,nat_17713.wav,present,8,nat_17713
plural,naturalistic,dependent,relationship,Will the guys that my sister will introduce be single men?,nat_02312.wav,future,11,nat_02312
singular,naturalistic,dependent,art,He used to play the guitar every day after school ended,nat_07732.wav,past,11,nat_07732
singular,naturalistic,simple,shopping,Did it take long to find a parking spot?,nat_05508.wav,past,9,nat_05508
singular,naturalistic,dependent,nature,Does the animal living in the forest not hibernate in winter?,nat_06583.wav,future,11,nat_06583
plural,naturalistic,dependent,sport,We used to play soccer every weekend when we were kids,nat_16260.wav,past,11,nat_16260
singular,naturalistic,independent,housing,Why does she want to change the interior design so often?,nat_05864.wav,present,11,nat_05864
singular,naturalistic,preposition,basic,The picture on the wall is very old,nat_04724.wav,present,8,nat_04724
plural,naturalistic,preposition,health,The people around me will not be aware of their bad habits,nat_08658.wav,future,12,nat_08658
plural,naturalistic,preposition,emotion,The emotions of young children are so fragile,nat_17947.wav,present,8,nat_17947
plural,naturalistic,preposition,housing,The flowers in our garden were blooming beautifully then,nat_16737.wav,past,9,nat_16737
plural,naturalistic,simple,work,Are the graduates going to start their own business?,nat_13573.wav,future,9,nat_13573
singular,naturalistic,preposition,food,Is the food on the table not for her?,nat_14685.wav,future,9,nat_14685
plural,naturalistic,simple,emotion,The boys are fighting because of a disagreement,nat_01705.wav,present,8,nat_01705
singular,naturalistic,simple,housing,Do you have a garden shed?,nat_12190.wav,present,6,nat_12190
plural,naturalistic,independent,health,Many kids have allergies where they break out in hives easily,nat_09887.wav,present,11,nat_09887
plural,naturalistic,preposition,emotion,Do the neighbors across the street look friendly?,nat_03125.wav,present,8,nat_03125
singular,naturalistic,independent,health,His sister is not hungry nor is she thirsty now,nat_03070.wav,present,10,nat_03070
singular,naturalistic,dependent,emotion,My sister will be angry if I eat her dessert,nat_17917.wav,future,10,nat_17917
plural,naturalistic,simple,sport,Were the teams evenly matched in skill?,nat_13344.wav,past,7,nat_13344
singular,naturalistic,simple,art,The writer is not very experienced,nat_14086.wav,present,6,nat_14086
singular,naturalistic,dependent,art,Had the photographer taken many pictures before getting the perfect shot?,nat_17253.wav,past,11,nat_17253
singular,naturalistic,simple,transport,She will drive her car to the beach next week,nat_14862.wav,future,10,nat_14862
singular,naturalistic,simple,art,Was the handmade craft unique and valuable?,nat_05647.wav,past,7,nat_05647
singular,naturalistic,simple,health,Doesn't his injury still hurt him?,nat_16530.wav,present,6,nat_16530
singular,naturalistic,dependent,sport,Is the football player who scored a goal very happy now?,nat_17471.wav,present,11,nat_17471
singular,naturalistic,independent,relationship,Did she have fun when her cousins came over?,nat_15910.wav,past,9,nat_15910
plural,naturalistic,simple,transport,Most trains are not on time,nat_06501.wav,present,6,nat_06501
plural,naturalistic,simple,basic,Are your friends going to eat with us?,nat_11193.wav,future,8,nat_11193
singular,naturalistic,preposition,shopping,Can I get a refund for this broken product here?,nat_00115.wav,future,10,nat_00115
plural,naturalistic,simple,art,Art students will study the works of masters,nat_17954.wav,future,8,nat_17954
singular,naturalistic,dependent,art,Wasn't the sculpture he created last year very impressive?,nat_03274.wav,past,9,nat_03274
singular,naturalistic,preposition,weather,The frost is forming on the windowpane tonight,nat_09710.wav,present,8,nat_09710
singular,naturalistic,independent,sport,I exercise daily but my brother does it weekly,nat_05805.wav,present,9,nat_05805
plural,naturalistic,independent,sport,The runners don't stop when they are tired,nat_10791.wav,present,8,nat_10791
singular,naturalistic,preposition,sport,The boxer with the red gloves will win the fight,nat_12082.wav,future,10,nat_12082
plural,naturalistic,simple,shopping,The employees are very helpful in this store,nat_07708.wav,present,8,nat_07708
singular,naturalistic,dependent,humanity,Is the painting that I saw yesterday not for sale?,nat_14935.wav,present,10,nat_14935
singular,naturalistic,independent,emotion,Does he get frustrated when his internet connection is slow?,nat_11693.wav,present,10,nat_11693
singular,naturalistic,independent,emotion,Was she surprised yet happy with the birthday party?,nat_07895.wav,past,9,nat_07895
plural,naturalistic,dependent,sport,The girls playing soccer are very skilled athletes now,nat_16700.wav,present,9,nat_16700
singular,naturalistic,preposition,basic,Wasn't the movie on TV boring?,nat_06223.wav,past,6,nat_06223
plural,naturalistic,preposition,science,Were the computers in the lab working properly yesterday?,nat_09240.wav,past,9,nat_09240
singular,naturalistic,simple,weather,It will be sunny tomorrow morning,nat_19278.wav,future,6,nat_19278
singular,naturalistic,independent,nature,A plant grows when it has enough water,nat_19644.wav,present,8,nat_19644
plural,naturalistic,preposition,health,The kids in my neighborhood do not eat healthy food,nat_16375.wav,present,10,nat_16375
plural,naturalistic,dependent,basic,Are the friends that we met yesterday joining us?,nat_14793.wav,present,9,nat_14793
plural,naturalistic,preposition,weather,Were the flowers in our garden damaged by frost?,nat_05863.wav,past,9,nat_05863
plural,naturalistic,simple,sport,Will the swimmers break the record tomorrow?,nat_05112.wav,future,7,nat_05112
singular,naturalistic,simple,work,The new policy will not affect her job,nat_00341.wav,future,8,nat_00341
singular,naturalistic,preposition,housing,Will she be able to clean the windows herself?,nat_12114.wav,future,9,nat_12114
plural,naturalistic,simple,transport,The traffic lights were not working properly then,nat_15660.wav,past,8,nat_15660
singular,naturalistic,dependent,housing,The door that I installed is not secure,nat_09729.wav,present,8,nat_09729
plural,naturalistic,simple,housing,Some houses do not have a backyard,nat_05199.wav,present,7,nat_05199
singular,naturalistic,simple,health,The athlete is recovering from a knee injury,nat_04201.wav,present,8,nat_04201
singular,naturalistic,independent,work,Is she going to university so she can get a degree?,nat_01981.wav,present,11,nat_01981
plural,naturalistic,preposition,nature,Do the animals of the forest live together?,nat_05446.wav,present,8,nat_05446
singular,naturalistic,dependent,weather,The forecast that I heard says it will be sunny,nat_13980.wav,future,10,nat_13980
