theme,type,structure,numer,tense,polarity,sentence,num_words,validity_huge_issue,sentence_id,audio_filename,presents_special_char,cluster,list_index
science,declarative,preposition,singular,past,affirmative,The engine of my car had been fixed,8,correct,nat_02861,nat_02861.wav,False,883,0
relationship,declarative,dependent,plural,present,negative,My siblings are not eating the food that I prepared,10,correct,nat_14772,nat_14772.wav,False,687,0
humanity,declarative,preposition,plural,past,affirmative,The journalists from the newspaper wrote about social issues daily,10,correct,nat_18691,nat_18691.wav,False,2214,0
work,declarative,preposition,singular,present,negative,The job I have is not well paid,8,correct,nat_18752,nat_18752.wav,False,3168,0
transport,interrogative,independent,plural,past,affirmative,Had the hikers packed food before they started walking?,9,correct,nat_13421,nat_13421.wav,False,4330,0
humanity,declarative,independent,singular,present,affirmative,The theologian studies scripture and how it applies to modern life,11,correct,nat_11063,nat_11063.wav,False,3526,0
nature,declarative,simple,singular,past,affirmative,The sun was shining brightly in the clear sky yesterday,10,correct,nat_09144,nat_09144.wav,False,4300,0
art,interrogative,preposition,singular,future,affirmative,Is the person with the paintbrush a talented artist?,9,correct,nat_05912,nat_05912.wav,False,1486,0
work,declarative,dependent,singular,present,affirmative,I know someone who works from home every day,9,correct,nat_13134,nat_13134.wav,False,1380,0
emotion,declarative,dependent,singular,present,affirmative,Her favorite hobby makes her feel relaxed,7,correct,nat_05002,nat_05002.wav,False,3721,0
shopping,declarative,dependent,plural,past,negative,Stores in that area did not offer good services,9,correct,nat_05586,nat_05586.wav,False,1421,0
humanity,interrogative,simple,singular,past,affirmative,Did the writer win an award for her book?,9,correct,nat_04489,nat_04489.wav,False,1928,0
shopping,interrogative,dependent,singular,past,affirmative,Was the gift that she bought nicely wrapped and ready?,10,correct,nat_04825,nat_04825.wav,False,2044,0
sport,interrogative,simple,singular,present,negative,Can the kid not ride a bike?,7,correct,nat_07468,nat_07468.wav,False,35,0
basic,declarative,dependent,singular,future,affirmative,The flowers that I will give her are beautiful,9,correct,nat_11648,nat_11648.wav,False,3535,0
food,declarative,simple,singular,present,negative,The baby is not hungry now,6,correct,nat_09780,nat_09780.wav,False,3708,0
weather,declarative,preposition,plural,past,affirmative,The skiers were speeding down the slopes last winter,9,correct,nat_15625,nat_15625.wav,False,1402,0
shopping,declarative,simple,singular,present,affirmative,The employee restocks shelves with new products daily,8,correct,nat_05245,nat_05245.wav,False,840,0
health,interrogative,simple,singular,present,affirmative,Does he still have a fever?,6,correct,nat_07742,nat_07742.wav,False,798,0
science,declarative,dependent,singular,future,affirmative,The person studying robotics will create a new robot soon,10,correct,nat_06867,nat_06867.wav,False,2699,0
art,interrogative,dependent,plural,present,affirmative,Do the dancers who perform in this show practice daily?,10,correct,nat_16576,nat_16576.wav,False,3322,0
basic,declarative,dependent,singular,past,affirmative,He had been waiting for me outside,7,correct,nat_08648,nat_08648.wav,False,2404,0
housing,interrogative,simple,plural,future,affirmative,Will the landlords allow pets in the building?,8,correct,nat_07063,nat_07063.wav,False,5005,0
transport,declarative,independent,plural,present,affirmative,We love road trips because they are exciting adventures,9,correct,nat_17694,nat_17694.wav,False,2166,0
food,declarative,simple,singular,present,affirmative,The aroma of coffee fills the entire house,8,correct,nat_11009,nat_11009.wav,False,3997,0
sport,interrogative,preposition,singular,future,affirmative,Does the swimmer in the pool have a good stroke?,10,correct,nat_00235,nat_00235.wav,False,1655,0
health,declarative,simple,plural,future,negative,The teenagers will not understand the risks,7,correct,nat_17283,nat_17283.wav,False,344,0
food,declarative,preposition,plural,present,negative,The snacks on the table are not for everyone,9,correct,nat_10704,nat_10704.wav,False,213,0
nature,declarative,simple,plural,present,affirmative,Wild animals roam freely in their habitats,7,correct,nat_04574,nat_04574.wav,False,2199,0
health,declarative,preposition,plural,past,negative,Many people were not aware of their mental health issues,10,correct,nat_05573,nat_05573.wav,False,2462,0
science,declarative,simple,singular,future,negative,The engineer will not design a new bridge,8,correct,nat_08164,nat_08164.wav,False,2740,0
art,declarative,simple,plural,present,affirmative,They love taking photos of nature scenes,7,correct,nat_01173,nat_01173.wav,False,2812,0
sport,declarative,simple,singular,future,affirmative,The crowd will cheer for their favorite player,8,correct,nat_13430,nat_13430.wav,False,3438,0
basic,interrogative,simple,plural,past,affirmative,Had the players practiced before the game?,7,correct,nat_19091,nat_19091.wav,False,589,0
science,declarative,simple,singular,present,affirmative,He knows how to code well,6,correct,nat_16207,nat_16207.wav,False,2837,0
relationship,interrogative,simple,singular,future,negative,Will she not forgive her brother soon?,7,correct,nat_11556,nat_11556.wav,False,781,0
health,interrogative,preposition,plural,past,affirmative,Were the women in the support group depressed often?,9,correct,nat_12670,nat_12670.wav,False,1510,0
basic,interrogative,preposition,singular,present,negative,Is the woman in front of us not your teacher?,10,correct,nat_00012,nat_00012.wav,False,547,0
nature,interrogative,dependent,plural,future,affirmative,Can the plants that grow in the shade survive without sunlight?,11,correct,nat_00584,nat_00584.wav,False,451,0
sport,declarative,dependent,plural,future,affirmative,The women that are playing tennis will finish their game soon,11,correct,nat_00859,nat_00859.wav,False,2601,0
health,interrogative,dependent,singular,present,affirmative,Is my habit of eating late at night unhealthy?,9,correct,nat_00158,nat_00158.wav,False,2742,0
food,declarative,preposition,plural,future,negative,The kids in my class will not drink milk every day,11,correct,nat_18444,nat_18444.wav,False,1962,0
nature,declarative,independent,plural,past,affirmative,The fish were swimming in the ocean while the sharks slept,11,correct,nat_05918,nat_05918.wav,False,1442,0
shopping,interrogative,dependent,singular,present,negative,Is the return policy of this store not very strict?,10,correct,nat_17599,nat_17599.wav,False,1401,0
humanity,interrogative,dependent,plural,present,affirmative,Do the journalists who write articles have to work under pressure?,11,correct,nat_18257,nat_18257.wav,False,1157,0
sport,declarative,independent,plural,past,negative,The hockey players were not experienced but they played a great game,12,correct,nat_13308,nat_13308.wav,False,1897,0
transport,interrogative,independent,singular,past,affirmative,Did you rent a bike or walk around the city yesterday?,11,correct,nat_15039,nat_15039.wav,False,4218,0
food,interrogative,dependent,singular,present,negative,Does the dog not eat the food that I gave?,10,correct,nat_06994,nat_06994.wav,False,1705,0
health,declarative,independent,singular,future,affirmative,The girl will eat fruits because they are nutritious snacks,10,correct,nat_00656,nat_00656.wav,False,1488,0
nature,interrogative,dependent,plural,past,affirmative,Had the birds that flew over the mountain built nests?,10,correct,nat_03843,nat_03843.wav,False,2628,0
work,interrogative,simple,singular,future,affirmative,Can the student pass the exam without studying?,8,correct,nat_01435,nat_01435.wav,False,3973,0
nature,declarative,simple,singular,past,affirmative,The rabbit had eaten all the carrots in the garden,10,correct,nat_09145,nat_09145.wav,False,3212,0
weather,declarative,simple,singular,past,affirmative,The climate was perfect for farming,6,correct,nat_06805,nat_06805.wav,False,3379,0
art,interrogative,dependent,plural,present,affirmative,Are the writers who are working on this book very skilled?,11,correct,nat_16575,nat_16575.wav,False,2666,0
work,interrogative,dependent,plural,present,affirmative,Are the students who participate in internships more likely to succeed?,11,correct,nat_03544,nat_03544.wav,False,3590,0
weather,declarative,dependent,singular,past,affirmative,The weather that we had was perfect,7,correct,nat_19288,nat_19288.wav,False,1095,0
humanity,declarative,dependent,plural,past,affirmative,The women who participated in the protests were very brave individuals,11,correct,nat_15538,nat_15538.wav,False,1898,0
basic,interrogative,simple,plural,past,affirmative,Were the lessons helpful to you?,6,correct,nat_19092,nat_19092.wav,False,309,0
food,interrogative,dependent,plural,future,affirmative,What drinks will the party hosts serve to guests?,9,correct,nat_14655,nat_14655.wav,False,2389,0
emotion,interrogative,independent,plural,past,affirmative,Were the tourists feeling sad when their trip ended so soon?,11,correct,nat_13806,nat_13806.wav,False,4514,0
basic,interrogative,preposition,plural,future,affirmative,Will the people next to us be quiet?,8,correct,nat_17997,nat_17997.wav,False,1975,0
transport,declarative,preposition,singular,present,affirmative,The bus in front of me is going very fast,10,correct,nat_07138,nat_07138.wav,False,1072,0
shopping,declarative,dependent,singular,present,negative,The item that I want is not on the shelf,10,correct,nat_06256,nat_06256.wav,False,3255,0
housing,declarative,preposition,singular,past,negative,She did not buy the furniture from that store,9,correct,nat_10953,nat_10953.wav,False,1156,0
health,declarative,simple,plural,future,negative,The athletes will not be training due to injuries,9,correct,nat_17278,nat_17278.wav,False,935,0
sport,declarative,independent,singular,future,affirmative,The football player will kick hard but the ball will go wide,12,correct,nat_10826,nat_10826.wav,False,3370,0
relationship,declarative,simple,plural,future,negative,The family members will not support each other,8,correct,nat_11674,nat_11674.wav,False,256,0
science,interrogative,independent,plural,present,affirmative,Do programmers write code if they know algorithms well?,9,correct,nat_06935,nat_06935.wav,False,2033,0
science,interrogative,simple,plural,present,affirmative,Can electric cars travel long distances now?,7,correct,nat_09536,nat_09536.wav,False,2057,0
humanity,interrogative,dependent,singular,past,affirmative,Had the professor who taught the course been helpful?,9,correct,nat_14484,nat_14484.wav,False,360,0
emotion,declarative,simple,singular,future,negative,The boy will not enjoy the party,7,correct,nat_01773,nat_01773.wav,False,417,0
humanity,declarative,dependent,singular,future,affirmative,The person who is most skilled will get the job,10,correct,nat_12600,nat_12600.wav,False,1388,0
