tense,dataset,theme,num_words,structure,audio_filename,sentence_id,numerosity,sentence
future,naturalistic,weather,8,dependent,nat_00416.wav,nat_00416,plural,The birds won't return until the season changes
future,naturalistic,basic,11,dependent,nat_00862.wav,nat_00862,plural,Will customers who aren't satisfied with the product not return it?
future,naturalistic,relationship,7,simple,nat_00874.wav,nat_00874,singular,Won't your friend be visiting next week?
past,naturalistic,relationship,9,dependent,nat_02084.wav,nat_02084,plural,Tell the kids who played in the garden yesterday
future,naturalistic,work,9,simple,nat_02022.wav,nat_02022,plural,Are your colleagues not working on the presentation tomorrow?
present,naturalistic,shopping,7,simple,nat_01818.wav,nat_01818,plural,Those aren't the best offers in town
present,naturalistic,relationship,10,dependent,nat_01907.wav,nat_01907,plural,Do not ignore your siblings when they ask for help
future,naturalistic,sport,11,independent,nat_01000.wav,nat_01000,singular,You will not swim quickly if you are not trained well
future,naturalistic,shopping,10,preposition,nat_01073.wav,nat_01073,plural,Are the prices on those shelves going to drop tomorrow?
future,naturalistic,art,10,independent,nat_00121.wav,nat_00121,singular,Visit the art museum if you want to learn more
present,naturalistic,relationship,7,dependent,nat_01820.wav,nat_01820,plural,Her children that read daily improve quickly
future,naturalistic,relationship,6,simple,nat_01117.wav,nat_01117,singular,She will call her friend tomorrow
future,naturalistic,weather,11,dependent,nat_01798.wav,nat_01798,singular,Will it snow more if the clouds cover the sky tomorrow?
future,naturalistic,shopping,7,simple,nat_00888.wav,nat_00888,plural,New shoes won't go on sale tomorrow
future,naturalistic,basic,10,preposition,nat_01741.wav,nat_01741,plural,The passengers will wait at the station for their train
future,naturalistic,health,6,simple,nat_00705.wav,nat_00705,singular,Her anxiety will improve over time
future,naturalistic,basic,7,simple,nat_00115.wav,nat_00115,plural,These shoes won't fit after a week
future,naturalistic,health,7,dependent,nat_01795.wav,nat_01795,plural,They will exercise when they finish work
future,naturalistic,shopping,10,independent,nat_00746.wav,nat_00746,singular,His friend will not purchase online or visit the market
present,naturalistic,weather,5,simple,nat_00508.wav,nat_00508,singular,Is the wind strong today?
future,naturalistic,humanity,12,dependent,nat_01674.wav,nat_01674,singular,Do not forget that the book you read will not change history
past,naturalistic,emotion,6,simple,nat_01854.wav,nat_01854,singular,Did she understand your feelings yesterday?
future,naturalistic,work,7,simple,nat_00965.wav,nat_00965,singular,Will he not finish his homework tomorrow?
future,naturalistic,work,10,simple,nat_00966.wav,nat_00966,singular,Will the teacher not give us any assignments next week?
present,naturalistic,weather,9,preposition,nat_00982.wav,nat_00982,plural,Do not plant flowers under the trees during winter
present,naturalistic,relationship,7,preposition,nat_01261.wav,nat_01261,singular,Your sister is not in the kitchen
future,naturalistic,humanity,8,preposition,nat_01543.wav,nat_01543,singular,Don't learn about history in the museum today
past,naturalistic,basic,7,simple,nat_01526.wav,nat_01526,singular,I didn't go to the party yesterday
past,naturalistic,basic,5,simple,nat_01405.wav,nat_01405,singular,You painted the room beautifully
future,naturalistic,food,9,simple,nat_00479.wav,nat_00479,singular,Won't there be any hot tea in the morning?
past,naturalistic,sport,8,simple,nat_01952.wav,nat_01952,singular,Did you not hear about the game yesterday?
past,naturalistic,food,10,dependent,nat_01506.wav,nat_01506,singular,Please don't eat the bread that was on the counter
future,naturalistic,humanity,8,simple,nat_01278.wav,nat_01278,singular,Her friend will not read that economic report
present,naturalistic,food,4,simple,nat_01113.wav,nat_01113,singular,You mustn't skip meals
future,naturalistic,emotion,9,independent,nat_00942.wav,nat_00942,singular,Will you not smile today while sadness leaves tomorrow?
present,naturalistic,basic,7,preposition,nat_01928.wav,nat_01928,singular,That shop is not near my house
past,naturalistic,emotion,9,preposition,nat_01998.wav,nat_01998,singular,The train ride didn't cause fear in the evening
future,naturalistic,weather,8,simple,nat_01877.wav,nat_01877,singular,Will spring flowers not bloom early next year?
past,naturalistic,basic,6,simple,nat_01094.wav,nat_01094,plural,Your friends hadn't visited last night
present,naturalistic,shopping,7,dependent,nat_01463.wav,nat_01463,singular,The book doesn't arrive until next week
past,naturalistic,food,7,simple,nat_01477.wav,nat_01477,plural,Prepare the vegetables before the guests arrived
future,naturalistic,emotion,5,simple,nat_01085.wav,nat_01085,singular,Will he feel happy tomorrow?
past,naturalistic,work,11,independent,nat_00903.wav,nat_00903,plural,Why didn’t the engineers test the equipment while they installed it?
past,naturalistic,food,10,preposition,nat_00383.wav,nat_00383,plural,Did those people around your house have breakfast this morning?
past,naturalistic,basic,9,simple,nat_01036.wav,nat_01036,plural,Had the students not completed their assignments on time?
future,naturalistic,sport,8,simple,nat_00368.wav,nat_00368,singular,Ensure the player will drink water after practice
future,naturalistic,health,9,preposition,nat_01608.wav,nat_01608,singular,Please exercise in the evening at your local gym
present,naturalistic,relationship,11,independent,nat_01454.wav,nat_01454,singular,I do not understand why the cat does not come here
past,naturalistic,shopping,6,preposition,nat_00332.wav,nat_00332,plural,Were those shoes on sale yesterday?
past,naturalistic,emotion,9,simple,nat_00787.wav,nat_00787,plural,Don't let them say they felt no peace then
future,naturalistic,shopping,6,simple,nat_01284.wav,nat_01284,plural,Please don't expect any discounts then
present,naturalistic,transport,6,simple,nat_00063.wav,nat_00063,plural,Do not forget your train tickets
future,naturalistic,transport,8,simple,nat_01058.wav,nat_01058,singular,Will the bus not arrive late tomorrow evening?
present,naturalistic,work,7,simple,nat_00963.wav,nat_00963,singular,He must not miss the training session
future,naturalistic,nature,11,preposition,nat_01769.wav,nat_01769,plural,The leaves on the trees will not fall until next season
future,naturalistic,basic,10,preposition,nat_00445.wav,nat_00445,singular,A library book will be on the table tomorrow morning
past,naturalistic,housing,7,simple,nat_01269.wav,nat_01269,plural,The shelves were filled with many books
present,naturalistic,work,8,independent,nat_01845.wav,nat_01845,singular,The library isn't open yet people wait outside
present,naturalistic,relationship,11,dependent,nat_01044.wav,nat_01044,singular,Do not expect the support of a friend who doesn't care
past,naturalistic,food,11,preposition,nat_00382.wav,nat_00382,plural,Did the animals in the forest find any food last night?
future,naturalistic,basic,10,dependent,nat_01374.wav,nat_01374,singular,I won't attend an event that you will not enjoy
present,naturalistic,emotion,10,preposition,nat_01175.wav,nat_01175,plural,The stars above the city don't shine with joy tonight
future,naturalistic,nature,9,simple,nat_01668.wav,nat_01668,singular,The desert is not going to bloom next year
present,naturalistic,work,7,preposition,nat_00930.wav,nat_00930,singular,Don't keep the books on the chair
past,naturalistic,sport,9,independent,nat_02058.wav,nat_02058,plural,Did the players not improve while they trained yesterday?
present,naturalistic,relationship,9,preposition,nat_01889.wav,nat_01889,singular,Is your brother not in the kitchen with you?
present,naturalistic,relationship,8,simple,nat_00817.wav,nat_00817,plural,Their children help each other with homework assignments
past,naturalistic,food,8,independent,nat_00023.wav,nat_00023,singular,She made breakfast while he set the table
future,naturalistic,basic,7,simple,nat_01914.wav,nat_01914,singular,Her child will start school next week
present,naturalistic,relationship,8,simple,nat_01446.wav,nat_01446,plural,Many families do not live close together anymore
present,naturalistic,health,11,dependent,nat_00198.wav,nat_00198,plural,The habits they neglect do not lead to better mental health
past,naturalistic,emotion,6,simple,nat_00049.wav,nat_00049,singular,Did she not feel happy yesterday?
past,naturalistic,weather,10,independent,nat_00173.wav,nat_00173,plural,The birds hadn't left since it did not become cold
future,naturalistic,relationship,7,simple,nat_00361.wav,nat_00361,plural,My siblings will not travel this summer
past,naturalistic,relationship,10,dependent,nat_00429.wav,nat_00429,plural,The children did not finish the game that they started
past,naturalistic,work,10,independent,nat_01047.wav,nat_01047,plural,The workers painted the walls and installed lights where needed
past,naturalistic,art,9,independent,nat_01553.wav,nat_01553,singular,She did not sketch today because inspiration was missing
future,naturalistic,housing,11,preposition,nat_01237.wav,nat_01237,singular,Is the table in the corner not going to arrive soon?
past,naturalistic,basic,10,dependent,nat_01029.wav,nat_01029,plural,Her parents bought the house where they used to live
future,naturalistic,basic,8,simple,nat_01679.wav,nat_01679,singular,Why won't he help with the project tonight?
present,naturalistic,sport,9,dependent,nat_00071.wav,nat_00071,singular,Never join a game if the rules aren't clear
present,naturalistic,basic,5,simple,nat_00840.wav,nat_00840,plural,Share your snacks with everyone
future,naturalistic,nature,7,simple,nat_01840.wav,nat_01840,singular,The desert will not receive rain tomorrow
past,naturalistic,work,9,dependent,nat_00583.wav,nat_00583,plural,Gather your notes before the meeting that just ended
future,naturalistic,relationship,12,preposition,nat_02007.wav,nat_02007,singular,Is their father not planning to be at the event with them?
future,naturalistic,sport,9,preposition,nat_01391.wav,nat_01391,plural,Will the players on the field not win tomorrow?
future,naturalistic,sport,12,independent,nat_00998.wav,nat_00998,singular,She will not join the gym so she will not get fit
future,naturalistic,sport,11,independent,nat_00782.wav,nat_00782,singular,Can the athlete perform better or will he not improve tomorrow?
future,naturalistic,shopping,11,independent,nat_02057.wav,nat_02057,plural,You should not buy more items if you won't need them
present,naturalistic,shopping,5,simple,nat_00838.wav,nat_00838,plural,New discounts appear every Friday
future,naturalistic,relationship,7,simple,nat_00873.wav,nat_00873,singular,Will my brother not help me tomorrow?
future,naturalistic,emotion,8,simple,nat_01041.wav,nat_01041,plural,Don’t ignore those feelings of joy next week
present,naturalistic,sport,6,simple,nat_01857.wav,nat_01857,singular,It isn't your turn to serve
future,naturalistic,emotion,9,dependent,nat_00256.wav,nat_00256,singular,He will be satisfied when the painting is finished
past,naturalistic,nature,10,dependent,nat_01824.wav,nat_01824,plural,Please don't plant those flowers before the frost had come
past,naturalistic,health,10,preposition,nat_02118.wav,nat_02118,plural,You must walk in the park for fresh air daily
present,naturalistic,nature,5,simple,nat_00387.wav,nat_00387,singular,The wind isn't strong here
future,naturalistic,relationship,12,independent,nat_01146.wav,nat_01146,singular,Her father will buy a gift if she will pass the exam
