level_0,index,theme,type,structure,numer,tense,polarity,sentence,num_words,validity_huge_issue
700,700,shopping,interrogative,preposition,singular,present,affirmative,Can you find a scarf in the blue section?,9,correct
701,701,shopping,interrogative,preposition,singular,present,affirmative,Is there a discount available at checkout with this card?,10,correct
702,702,shopping,interrogative,preposition,singular,present,affirmative,Does the store across the street sell newspapers?,8,correct
703,703,shopping,interrogative,preposition,singular,present,affirmative,Are shoes on sale at the back of the store?,10,correct
704,704,shopping,interrogative,preposition,singular,present,affirmative,Can a customer return clothes with a receipt at the counter?,11,correct
705,705,shopping,interrogative,preposition,singular,present,affirmative,Is this sweater in the display window available in large?,10,correct
706,706,shopping,interrogative,preposition,singular,present,affirmative,Does the machine by the entrance give out coins for cash?,11,correct
707,707,shopping,interrogative,preposition,singular,present,affirmative,Are gift cards available in various amounts at this shop?,10,correct
708,708,shopping,interrogative,preposition,singular,present,affirmative,Could a shopper use a coupon near the registers?,9,correct
709,709,shopping,interrogative,preposition,singular,present,affirmative,Does the market on the corner have fresh produce today?,10,correct
710,710,shopping,interrogative,preposition,singular,present,affirmative,Is the item on this shelf eligible for a special offer?,11,correct
711,711,shopping,interrogative,preposition,singular,present,affirmative,Can you find a shirt for me on that rack?,10,correct
712,712,shopping,interrogative,preposition,singular,present,affirmative,Will a salesperson assist us at the back of the store?,11,correct
713,713,shopping,interrogative,preposition,singular,present,affirmative,Is there free parking next to the supermarket entrance?,9,correct
714,714,shopping,interrogative,preposition,singular,present,affirmative,Does packaging come included with purchase at that stall?,9,correct
716,716,shopping,interrogative,preposition,singular,present,affirmative,Can a bag with more items get a discount over there?,11,correct
717,717,shopping,interrogative,preposition,singular,present,affirmative,Will payment at the register beside electronics apply discounts today?,10,correct
718,718,shopping,interrogative,preposition,singular,present,affirmative,Does this necklace in the jewelry section come in gold?,10,correct
719,719,shopping,interrogative,preposition,singular,present,affirmative,Is there an additional charge beyond the base price for delivery?,11,correct
720,720,art,imperative,independent,plural,past,affirmative,Find your brushes but search for the missing easels,9,correct
724,724,art,imperative,independent,plural,past,affirmative,Craft new stories or rewrite old tales from memory,9,correct
731,731,art,imperative,independent,plural,past,affirmative,Frame the photos because others appreciated the views,8,correct
732,732,art,imperative,independent,plural,past,affirmative,Sing those songs because everyone learned the harmonies,8,correct
734,734,art,imperative,independent,plural,past,affirmative,Build abstract models and assemble them artistically,7,correct
739,739,art,imperative,independent,plural,past,affirmative,Tune those guitars before everyone strayed off-key,7,correct
800,800,transport,declarative,preposition,plural,present,affirmative,The buses from the station arrive every ten minutes,9,correct
801,801,transport,declarative,preposition,plural,present,affirmative,Many cars on the highway are moving very fast,9,correct
802,802,transport,declarative,preposition,plural,present,affirmative,My friends behind the ticket counter sell tickets quickly,9,correct
803,803,transport,declarative,preposition,plural,present,affirmative,Seats beside the driver are often considered more comfortable,9,correct
804,804,transport,declarative,preposition,plural,present,affirmative,Vacation plans for the summer include a road trip,9,correct
805,805,transport,declarative,preposition,plural,present,affirmative,Trains in the city provide convenient transportation daily,8,correct
806,806,transport,declarative,preposition,plural,present,affirmative,Travelers with large luggage board the plane first,8,correct
807,807,transport,declarative,preposition,plural,present,affirmative,Our bikes in the garage need regular maintenance checks,9,correct
808,808,transport,declarative,preposition,plural,present,affirmative,People at the airport often carry multiple bags,8,correct
809,809,transport,declarative,preposition,plural,present,affirmative,The ferries between the islands operate all year round,9,correct
810,810,transport,declarative,preposition,plural,present,affirmative,Their flights over the ocean tend to be long,9,correct
811,811,transport,declarative,preposition,plural,present,affirmative,The taxis near the hotel have reasonable rates,8,correct
812,812,transport,declarative,preposition,plural,present,affirmative,Vans on the road carry different types of goods,9,correct
813,813,transport,declarative,preposition,plural,present,affirmative,Employees within the train depot perform routine inspections,8,correct
814,814,transport,declarative,preposition,plural,present,affirmative,Tourists on the bus marvel at the skyline views,9,correct
815,815,transport,declarative,preposition,plural,present,affirmative,Schedules for trips change with each season,7,correct
816,816,transport,declarative,preposition,plural,present,affirmative,Boats along the river offer scenic views of the city,10,correct
817,817,transport,declarative,preposition,plural,present,affirmative,Passengers inside the tram speak many different languages,8,correct
818,818,transport,declarative,preposition,plural,present,affirmative,Drivers under the bridge wait patiently for traffic lights to change,11,correct
819,819,transport,declarative,preposition,plural,present,affirmative,New scooters around town are popular among teenagers,8,correct
820,820,food,imperative,preposition,plural,future,affirmative,Do grab the apples from the bottom shelf,8,correct
821,821,food,imperative,preposition,plural,future,affirmative,Will you bake the cookies on the new tray?,9,correct
822,822,food,imperative,preposition,plural,future,affirmative,Purchase some vegetables at the farmers' market tomorrow,8,correct
823,823,food,imperative,preposition,plural,future,affirmative,Prepare the salads with the freshest ingredients available,8,correct
824,824,food,imperative,preposition,plural,future,affirmative,Shop for groceries in the organic section next time,9,correct
825,825,food,imperative,preposition,plural,future,affirmative,Start cooking meals with whole grains for better health,9,correct
826,826,food,imperative,preposition,plural,future,affirmative,Pick ripe tomatoes from the garden for tonight's dinner,9,correct
827,827,food,imperative,preposition,plural,future,affirmative,Choose healthier snacks from the options on the left,9,correct
